annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO000089,2024-09-23,Villa moderne Agadir,agadir,inconnu,villa,vente,5621147.77,150.18,6,3,0,2023,37429.40318284724,3,2024,9,3,September,Grand (> 150 m²),Luxury,Market Standard
ANO000326,2024-05-31,Appartement 73m² Centre,agadir,centre,appartement,vente,323255.11,73.69,2,1,3,1990,4386.688967295427,36,2024,5,2,May,Petit (< 80 m²),Medium,Market Standard
ANO000517,2023-05-13,Appartement à vente - Agadir,agadir,talborjt,appartement,vente,641929.63,115.67,3,1,7,2009,5549.663957811014,17,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO001179,2023-03-16,Villa à location - Casablanca,casablanca,ain diab,villa,location,36575.06,377.56,5,2,0,2010,96.87217925627714,16,2023,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO000706,2024-04-26,Beau Appartement Meknès,meknès,hamria,appartement,location,1953.66,79.29,2,2,4,2002,24.63942489595157,24,2024,4,2,April,Petit (< 80 m²),Economy,Market Standard
ANO000258,2024-05-23,Appartement 100m² Hay Essalam,kenitra,hay essalam,appartement,vente,482503.99,100.81,1,1,4,2012,4786.271104057137,14,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000716,2023-06-01,Beau Bureau Kenitra,kenitra,centre,bureau,vente,1795945.38,55.96,0,0,8,2003,32093.377055039313,23,2023,6,2,June,Petit (< 80 m²),Luxury,Market Standard
ANO001054,2024-03-09,Beau Villa Rabat,rabat,souissi,villa,location,25879.11,201.48,3,1,0,2006,128.4450565812984,20,2024,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO000990,2024-06-30,Appartement 39m² M'diq,tétouan,m'diq,appartement,vente,481557.84,39.48,1,1,0,2012,12197.513677811552,14,2024,6,2,June,Petit (< 80 m²),Medium,Market Standard
ANO000919,2024-12-16,Villa 213m² Talborjt,agadir,talborjt,villa,vente,2163026.22,213.87,5,3,0,2011,10113.743021461636,15,2024,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001402,2023-04-06,Bureau 124m² Talborjt,agadir,talborjt,bureau,location,3248.41,124.42,0,0,3,2004,26.10842308310561,22,2023,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO000559,2023-10-01,Appartement moderne Rabat,rabat,agdal,appartement,vente,743845.08,76.94,20,11,2,2018,9667.859110995581,8,2023,10,4,October,Petit (< 80 m²),Luxury,Market Standard
ANO000448,2023-06-19,Beau Villa Oujda,oujda,hay qods,villa,vente,6004569.03,12.0,25,13,0,2019,500380.7525,7,2023,6,2,June,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001401,2023-11-14,Terrain à location - Tétouan,tétouan,centre,terrain,location,3492.39,169.17,0,0,0,2008,20.64426316722823,18,2023,11,4,November,Grand (> 150 m²),Economy,Market Standard
ANO000594,2023-06-25,Beau Appartement Marrakech,marrakech,hivernage,appartement,vente,466909.48,49.84,3,2,2,2009,9368.167736757623,17,2023,6,2,June,Petit (< 80 m²),Medium,Market Standard
ANO001287,2023-09-08,Beau Villa Meknès,meknès,ville nouvelle,villa,vente,4914014.5,234.37,4,3,0,2006,20966.909160728763,20,2023,9,3,September,Grand (> 150 m²),Luxury,Market Standard
ANO000021,2024-03-06,Villa moderne Meknès,meknès,hamria,villa,vente,60000000.0,235.15,5,3,0,2001,255156.28322347437,25,2024,3,1,March,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO001490,2023-03-03,Appartement 87m² Ville Nouvelle,meknès,ville nouvelle,appartement,vente,600121.69,87.69,3,1,5,2013,6843.673052799634,13,2023,3,1,March,Moyen (80-150 m²),High standard,Market Standard
ANO000408,2024-05-08,Beau Bureau Casablanca,casablanca,inconnu,bureau,location,5295.71,145.35,0,0,2,2006,36.43419332645339,20,2024,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO000481,2023-03-26,Bureau 166m² Marrakech,marrakech,inconnu,bureau,vente,1465152.51,166.94,0,0,4,2008,8776.521564634,18,2023,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO001094,2024-02-13,Appartement moderne Tanger,tanger,malabata,appartement,vente,616486.93,63.46,3,1,1,2010,9714.575007878979,16,2024,2,1,February,Petit (< 80 m²),High standard,Market Standard
ANO000583,2023-06-13,Appartement à vente - Tanger,tanger,malabata,appartement,vente,667023.72,97.53,3,2,7,2010,6839.164564749308,16,2023,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO000587,2023-06-24,Villa à vente - Fès,fès,zouagha,villa,vente,8418417.39,355.19,4,3,0,2024,23701.16667135899,2,2023,6,2,June,Grand (> 150 m²),Luxury,Market Standard
ANO000554,2023-05-21,Beau Villa Kenitra,kenitra,hay essalam,villa,vente,2769939.28,355.37,4,3,0,2009,7794.521991164138,17,2023,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO001316,2024-03-14,Beau Terrain Oujda,oujda,centre,terrain,vente,1074042.12,364.52,0,0,0,2013,2946.455942060793,13,2024,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO000980,2024-03-16,Appartement à vente - Rabat,rabat,hay riad,appartement,vente,522454.16,44.01,2,1,2,1994,11871.260168143604,32,2024,3,1,March,Petit (< 80 m²),High standard,Market Standard
ANO000752,2023-01-21,Terrain 149m² Tanger,tanger,inconnu,terrain,vente,796373.32,149.71,0,0,0,2012,5319.439716785785,14,2023,1,1,January,Moyen (80-150 m²),High standard,Market Standard
ANO000780,2023-11-26,Bureau à vente - Casablanca,casablanca,bourgogne,bureau,vente,1219909.47,120.28,0,0,2,1990,10142.247006983704,36,2023,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000042,2023-11-02,Appartement 99m² Tétouan,tétouan,inconnu,appartement,vente,381777.87,99.67,2,2,5,2024,3830.4190829738136,2,2023,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000500,2023-02-12,Beau Terrain Tétouan,tétouan,m'diq,terrain,vente,1162509.87,422.89,0,0,0,2014,2748.965144600251,12,2023,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO000062,2023-10-24,Appartement à location - Rabat,rabat,hay riad,appartement,location,2431.59,79.41,2,2,3,1998,30.62070268228183,28,2023,10,4,October,Petit (< 80 m²),Economy,Market Standard
ANO001462,2023-07-05,Beau Villa Meknès,meknès,ville nouvelle,villa,vente,6296875.0,201.4,4,3,0,2012,31265.51638530288,14,2023,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000087,2024-07-03,Appartement à vente - Casablanca,casablanca,inconnu,appartement,vente,603258.33,104.37,1,1,3,1986,5779.997413049727,40,2024,7,3,July,Moyen (80-150 m²),High standard,Market Standard
ANO001321,2024-09-05,Beau Appartement Marrakech,marrakech,medina,appartement,location,6829.39,132.26,3,1,5,2010,51.636095569333136,16,2024,9,3,September,Moyen (80-150 m²),Economy,Market Standard
ANO001461,2024-04-02,Appartement moderne Agadir,agadir,centre,appartement,vente,568855.35,89.4,3,2,0,2004,6363.035234899328,22,2024,4,2,April,Moyen (80-150 m²),High standard,Market Standard
ANO001306,2023-10-01,Villa 243m² Hay Essalam,kenitra,hay essalam,villa,vente,2154077.62,243.01,5,3,0,2009,8864.152174807621,17,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO001017,2023-06-09,Villa à vente - Fès,fès,ville nouvelle,villa,vente,2412744.97,345.78,4,3,0,2008,6977.688038637285,18,2023,6,2,June,Grand (> 150 m²),High standard,Market Standard
ANO000528,2024-04-26,Appartement moderne Agadir,agadir,hay mohammadi,appartement,vente,687836.48,59.6,2,2,2,2011,11540.880536912751,15,2024,4,2,April,Petit (< 80 m²),Luxury,Market Standard
ANO000200,2023-10-25,Appartement 73m² Marrakech,marrakech,inconnu,appartement,vente,432548.35,73.89,4,2,2,2010,5853.949790228718,16,2023,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO001171,2024-01-13,Appartement moderne Oujda,oujda,hay qods,appartement,vente,696498.56,63.08,3,1,3,2023,11041.511731135068,3,2024,1,1,January,Petit (< 80 m²),Luxury,Market Standard
ANO000161,2023-10-20,Beau Appartement Kenitra,kenitra,hay essalam,appartement,vente,534649.89,61.11,2,2,0,1997,8748.975454099165,29,2023,10,4,October,Petit (< 80 m²),High standard,Market Standard
ANO000682,2024-08-12,Villa moderne Casablanca,casablanca,bourgogne,villa,vente,6228532.31,184.21,5,3,0,2016,33812.12914608327,10,2024,8,3,August,Grand (> 150 m²),Luxury,Market Standard
ANO000512,2023-04-28,Appartement 73m² Ain Diab,casablanca,ain diab,appartement,vente,532287.69,73.35,1,1,9,1976,7256.819222903885,50,2023,4,2,April,Petit (< 80 m²),High standard,Market Standard
ANO000039,2023-04-18,Appartement à location - Marrakech,marrakech,targa,appartement,location,7692.22,92.54,2,2,5,2009,83.12318997190404,17,2023,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO001037,2023-03-04,Villa 100m² Marrakech,marrakech,inconnu,villa,location,9701.21,100.41,5,3,0,2000,96.61597450453142,26,2023,3,1,March,Moyen (80-150 m²),Economy,Market Standard
ANO000197,2024-01-01,Beau Appartement Marrakech,marrakech,hivernage,appartement,vente,2332134.33,63.6,3,1,3,2010,36668.778773584905,16,2024,1,1,January,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000121,2023-10-30,Appartement moderne Meknès,meknès,hamria,appartement,location,2449.29,123.32,2,2,0,2009,19.861255270840093,17,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000132,2024-03-15,Appartement moderne Rabat,rabat,agdal,appartement,vente,769775.05,114.49,1,1,2,1992,6723.513407284479,34,2024,3,1,March,Moyen (80-150 m²),Luxury,Market Standard
ANO000463,2023-10-04,Terrain 487m² Ocean,rabat,ocean,terrain,vente,1190522.39,487.38,0,0,0,2000,2442.6984898846895,26,2023,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO001398,2023-10-23,Appartement à vente - Rabat,rabat,inconnu,appartement,vente,581626.1,117.1,2,2,2,1963,4966.918018787362,63,2023,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO000113,2024-02-03,Appartement moderne Kenitra,kenitra,inconnu,appartement,location,6679.2,76.97,1,1,1,2013,86.77666623359751,13,2024,2,1,February,Petit (< 80 m²),Economy,Market Standard
ANO000097,2023-09-25,Beau Duplex Meknès,meknès,ville nouvelle,duplex,vente,1968595.12,2500.0,3,1,7,2008,787.4380480000001,18,2023,9,3,September,Grand (> 150 m²),High standard,Exception (Luxury/Grand)
ANO000286,2024-02-04,Appartement à location - Rabat,rabat,hay riad,appartement,location,1926.04,64.19,1,1,2,1998,30.00529677519863,28,2024,2,1,February,Petit (< 80 m²),Economy,Market Standard
ANO001318,2024-10-16,Appartement à vente - Marrakech,marrakech,medina,appartement,vente,1666287.28,139.6,3,1,2,2014,11936.1553008596,12,2024,10,4,October,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000470,2023-03-08,Appartement à location - Fès,fès,inconnu,appartement,location,2920.64,76.93,4,2,1,1996,37.964903158715714,30,2023,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO001229,2024-02-10,Appartement 63m² Fès,fès,inconnu,appartement,vente,2241237.87,63.74,3,1,0,2024,35162.1881079385,2,2024,2,1,February,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001347,2024-01-27,Appartement moderne Casablanca,casablanca,inconnu,appartement,location,7964.32,67.78,2,2,2,2003,117.50250811448804,23,2024,1,1,January,Petit (< 80 m²),Economy,Market Standard
ANO000636,2023-01-25,Villa 124m² Hay Qods,oujda,hay qods,villa,vente,6671575.39,124.33,5,2,0,2000,53660.221909434564,26,2023,1,1,January,Moyen (80-150 m²),Luxury,Market Standard
ANO000120,2023-06-20,Villa moderne Tétouan,tétouan,inconnu,villa,location,8222.68,275.82,3,1,0,2003,29.811761293597275,23,2023,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO000248,2023-05-29,Appartement moderne Tétouan,tétouan,m'diq,appartement,vente,1488169.21,69.38,1,1,6,2010,21449.541798789276,16,2023,5,2,May,Petit (< 80 m²),Luxury,Market Standard
ANO000635,2024-06-16,Beau Bureau Rabat,rabat,hay riad,bureau,vente,1669249.86,134.79,0,0,3,1994,12384.07789895393,32,2024,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO001070,2024-10-18,Appartement 107m² Talborjt,agadir,talborjt,appartement,vente,649623.02,107.51,3,1,6,2011,6042.442749511673,15,2024,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO001335,2024-11-16,Appartement à vente - Meknès,meknès,inconnu,appartement,vente,552162.02,96.82,3,2,2,1999,5702.974798595332,27,2024,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000588,2023-05-03,Beau Villa Tanger,tanger,inconnu,villa,vente,2571063.75,256.03,5,2,0,1997,10042.040971761122,29,2023,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000658,2023-07-22,Villa moderne Agadir,agadir,hay mohammadi,villa,location,2919.22,302.47,6,4,0,2011,9.65127120044963,15,2023,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO001311,2023-09-09,Villa 372m² Kenitra,kenitra,inconnu,villa,vente,2535765.59,372.24,5,3,0,2017,6812.1792123361265,9,2023,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000553,2024-08-29,Bureau à vente - Tétouan,tétouan,inconnu,bureau,vente,1267384.39,172.7,0,0,1,2001,7338.6473074696005,25,2024,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO001029,2023-01-11,Villa moderne Oujda,oujda,hay qods,villa,vente,5721231.37,274.8,6,4,0,2009,20819.6192503639,17,2023,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO000564,2023-01-23,Villa moderne Oujda,oujda,hay qods,villa,vente,5611642.54,296.94,5,3,0,2006,18898.237152286656,20,2023,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO000773,2024-08-09,Beau Appartement Meknès,meknès,inconnu,appartement,vente,650672.86,69.57,3,2,2,2005,9352.779358919075,21,2024,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO000764,2024-12-29,Villa moderne Tétouan,tétouan,m'diq,villa,location,11644.74,389.11,4,2,0,2017,29.926601732158,9,2024,12,4,December,Grand (> 150 m²),Economy,Market Standard
ANO000031,2023-01-30,Appartement moderne Oujda,oujda,centre,appartement,vente,561649.31,109.22,3,1,0,2011,5142.366874198865,15,2023,1,1,January,Moyen (80-150 m²),High standard,Market Standard
ANO000695,2023-05-21,Appartement 27m² Oujda,oujda,inconnu,appartement,vente,376737.42,27.6,2,2,3,2005,13649.906521739129,21,2023,5,2,May,Petit (< 80 m²),Medium,Market Standard
ANO000879,2024-04-19,Villa moderne Tétouan,tétouan,m'diq,villa,vente,3049978.69,335.72,5,2,0,2011,9084.888269986894,15,2024,4,2,April,Grand (> 150 m²),High standard,Market Standard
ANO000627,2023-04-18,Villa moderne Tétouan,tétouan,m'diq,villa,vente,1358280.9,185.53,4,3,0,2017,7321.084999730501,9,2023,4,2,April,Grand (> 150 m²),Medium,Market Standard
ANO000423,2023-08-19,Bureau à location - Casablanca,casablanca,bourgogne,bureau,location,4622.04,83.84,0,0,2,1988,55.12929389312977,38,2023,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO000307,2024-07-28,Villa 265m² Souissi,rabat,souissi,villa,vente,1976783.19,265.53,5,3,0,2016,7444.669867811547,10,2024,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO000055,2024-02-16,Villa moderne Meknès,meknès,ville nouvelle,villa,vente,7737893.37,184.35,3,2,0,2017,41973.926606997564,9,2024,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO001439,2023-04-27,Appartement à vente - Oujda,oujda,centre,appartement,vente,1836276.61,110.15,3,1,4,2000,16670.690966863367,26,2023,4,2,April,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001356,2023-02-03,Appartement à location - Meknès,meknès,ville nouvelle,appartement,location,1896.22,89.73,4,2,2,2012,21.132508637022177,14,2023,2,1,February,Moyen (80-150 m²),Economy,Market Standard
ANO001172,2023-03-19,Beau Appartement Tanger,tanger,centre ville,appartement,vente,340283.62,95.87,1,1,1,2013,3549.4275581516636,13,2023,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO000044,2023-03-24,Duplex 72m² Fès,fès,inconnu,duplex,vente,1497914.61,72.47,3,1,4,2001,20669.444045812063,25,2023,3,1,March,Petit (< 80 m²),High standard,Market Standard
ANO001303,2024-02-21,Appartement à vente - Tétouan,tétouan,inconnu,appartement,vente,709051.85,49.83,4,2,3,2014,14229.417017860727,12,2024,2,1,February,Petit (< 80 m²),Luxury,Market Standard
ANO001195,2024-07-02,Terrain 153m² Hay Mohammadi,agadir,hay mohammadi,terrain,vente,1376110.25,153.25,0,0,0,2010,8979.512234910277,16,2024,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000502,2024-07-28,Appartement moderne Marrakech,marrakech,medina,appartement,location,2198.38,80.75,1,1,5,2006,27.22452012383901,20,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000733,2023-04-30,Beau Duplex Tétouan,tétouan,inconnu,duplex,location,8222.13,150.96,2,2,3,2004,54.4656200317965,22,2023,4,2,April,Grand (> 150 m²),Economy,Market Standard
ANO000451,2024-03-28,Villa à location - Tanger,tanger,centre ville,villa,location,16979.32,105.84,5,3,0,2014,160.42441421012848,12,2024,3,1,March,Moyen (80-150 m²),Economy,Market Standard
ANO000541,2024-05-10,Appartement moderne Oujda,oujda,inconnu,appartement,vente,563592.45,49.04,1,1,3,2017,11492.50509787928,9,2024,5,2,May,Petit (< 80 m²),High standard,Market Standard
ANO000267,2024-04-21,Appartement à location - Oujda,oujda,centre,appartement,location,2213.59,85.74,4,3,2,2017,25.8174714252391,9,2024,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO001142,2024-10-04,Appartement à vente - Oujda,oujda,inconnu,appartement,vente,45000.0,40.6,1,1,3,2018,1108.3743842364531,8,2024,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000294,2023-07-02,Villa à vente - Meknès,meknès,ville nouvelle,villa,vente,7782589.91,452.15,5,2,0,2005,17212.40718788013,21,2023,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000227,2024-05-18,Appartement à vente - Tanger,tanger,centre ville,appartement,vente,662281.41,116.79,3,1,0,2015,5670.703056768559,11,2024,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO001159,2024-12-17,Villa 147m² Meknès,meknès,inconnu,villa,vente,1841491.93,147.23,5,3,0,2017,12507.586293554303,9,2024,12,4,December,Moyen (80-150 m²),Medium,Market Standard
ANO001346,2024-05-08,Beau Appartement Tétouan,tétouan,centre,appartement,location,2659.22,97.92,1,1,0,2008,27.15706699346405,18,2024,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO001457,2024-09-22,Appartement à vente - Meknès,meknès,hamria,appartement,vente,469301.73,90.58,3,1,1,1996,5181.074519761537,30,2024,9,3,September,Moyen (80-150 m²),Medium,Market Standard
ANO000660,2023-11-23,Appartement moderne Oujda,oujda,hay qods,appartement,vente,663703.18,65.68,2,2,2,2013,10105.103227771011,13,2023,11,4,November,Petit (< 80 m²),High standard,Market Standard
ANO000277,2023-09-21,Bureau moderne Casablanca,casablanca,bourgogne,bureau,location,4127.7,108.73,0,0,3,1979,37.962843741377725,47,2023,9,3,September,Moyen (80-150 m²),Economy,Market Standard
ANO000452,2023-10-16,Terrain moderne Casablanca,casablanca,bourgogne,terrain,vente,1027746.55,230.82,0,0,0,1961,4452.588813794299,65,2023,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000233,2024-01-08,Beau Appartement Tétouan,tétouan,inconnu,appartement,location,8521.81,53.72,3,2,1,2017,158.6338421444527,9,2024,1,1,January,Petit (< 80 m²),Medium,Market Standard
ANO000471,2023-08-05,Beau Appartement Casablanca,casablanca,inconnu,appartement,vente,709383.3,98.91,2,2,2,2006,7172.007885956931,20,2023,8,3,August,Moyen (80-150 m²),Luxury,Market Standard
ANO000387,2024-03-20,Beau Appartement Rabat,rabat,hassan,appartement,vente,667811.86,76.88,2,1,5,1962,8686.418574401665,64,2024,3,1,March,Petit (< 80 m²),Luxury,Market Standard
ANO000176,2023-08-29,Terrain à vente - Casablanca,casablanca,ain diab,terrain,vente,258535.37,104.69,0,0,0,2000,2469.5326201165344,26,2023,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000632,2024-08-04,Duplex 145m² Centre,tétouan,centre,duplex,vente,1734234.12,145.58,2,1,5,2008,11912.584970462975,18,2024,8,3,August,Moyen (80-150 m²),High standard,Market Standard
